ntrl,morph,pos,ecc,rt,response
1,50,4,7,0.95001,LeftArrow
2,67,5,7,0.5666,LeftArrow
3,0,2,7,0.74998,RightArrow
4,100,2,7,0.86674,RightArrow
5,67,2,7,0.73333,RightArrow
6,83,7,7,1.0334,RightArrow
7,100,0,7,0.71672,RightArrow
8,33,7,7,1.15,LeftArrow
9,83,4,7,0.7501,RightArrow
10,83,2,7,0.88339,RightArrow
11,67,7,7,0.71668,RightArrow
12,50,0,7,0.71668,RightArrow
13,50,6,7,1.0167,LeftArrow
14,50,6,7,1.1,LeftArrow
15,0,6,7,0.78333,RightArrow
16,83,4,7,0.81672,RightArrow
17,33,6,7,0.66664,RightArrow
18,50,7,7,0.80005,RightArrow
19,100,1,7,1.1167,RightArrow
20,17,6,7,0.64998,RightArrow
21,50,1,7,1.5835,RightArrow
22,100,4,7,0.93338,RightArrow
23,0,4,7,0.7,LeftArrow
24,83,2,7,0.95007,RightArrow
25,67,3,7,1.15,LeftArrow
26,17,1,7,0.79999,LeftArrow
27,100,5,7,1.2167,LeftArrow
28,50,3,7,0.96672,LeftArrow
29,50,2,7,1.5501,LeftArrow
30,17,0,7,0.75004,LeftArrow
31,67,7,7,1.0834,RightArrow
32,17,2,7,0.81676,LeftArrow
33,17,3,7,0.80007,LeftArrow
34,33,4,7,0.68341,LeftArrow
35,17,3,7,0.61672,LeftArrow
36,33,6,7,0.95002,LeftArrow
37,50,7,7,0.85001,LeftArrow
38,83,7,7,0.80005,LeftArrow
39,17,6,7,1.5834,LeftArrow
40,17,7,7,0.90009,LeftArrow
41,33,4,7,0.68333,LeftArrow
42,33,1,7,0.78335,LeftArrow
43,0,6,7,1.1167,LeftArrow
44,83,0,7,0.64997,RightArrow
45,50,1,7,1.2167,RightArrow
46,100,3,7,1.2333,RightArrow
47,83,5,7,1.3834,RightArrow
48,0,5,7,0.94997,LeftArrow
49,0,4,7,0.84997,LeftArrow
50,0,5,7,1.3667,RightArrow
51,33,5,7,0.94998,LeftArrow
52,67,1,7,0.73338,RightArrow
53,83,1,7,0.88369,LeftArrow
54,83,1,7,1.2167,LeftArrow
55,0,0,7,1.0001,LeftArrow
56,33,0,7,1.3166,LeftArrow
57,67,6,7,0.73337,RightArrow
58,17,4,7,0.83332,LeftArrow
59,100,6,7,1.0834,RightArrow
60,0,3,7,0.78336,LeftArrow
61,50,5,7,1.8667,LeftArrow
62,17,4,7,0.85004,LeftArrow
63,67,5,7,0.78336,LeftArrow
64,17,5,7,0.88343,LeftArrow
65,17,5,7,0.8,LeftArrow
66,17,7,7,1.1834,LeftArrow
67,67,3,7,0.68338,RightArrow
68,83,3,7,0.73337,RightArrow
69,67,0,7,1.5834,RightArrow
70,100,7,7,0.85,RightArrow
71,83,6,7,1.9334,RightArrow
72,0,1,7,0.66672,LeftArrow
73,100,0,7,0.85002,RightArrow
74,100,5,7,0.8167,RightArrow
75,17,0,7,0.91667,LeftArrow
76,67,0,7,0.65001,RightArrow
77,33,1,7,0.71671,LeftArrow
78,83,0,7,0.83338,RightArrow
79,83,5,7,0.68341,RightArrow
80,0,3,7,0.75002,LeftArrow
81,50,2,7,1.1,LeftArrow
82,33,0,7,0.76669,RightArrow
83,17,1,7,0.78334,LeftArrow
84,50,5,7,3.0001,RightArrow
85,17,2,7,0.60003,LeftArrow
86,0,1,7,1.5334,LeftArrow
87,33,3,7,0.61672,LeftArrow
88,33,3,7,0.53334,LeftArrow
89,50,0,7,0.71673,LeftArrow
90,33,7,7,1.3833,LeftArrow
91,50,4,7,0.81662,LeftArrow
92,0,7,7,0.71667,LeftArrow
93,100,1,7,0.78333,RightArrow
94,0,2,7,0.71668,LeftArrow
95,83,6,7,0.90006,RightArrow
96,33,5,7,0.70003,LeftArrow
97,100,4,7,0.58331,RightArrow
98,67,4,7,0.46668,RightArrow
99,33,2,7,0.60003,LeftArrow
100,67,1,7,0.58337,RightArrow
101,67,6,7,0.81674,LeftArrow
102,100,7,7,0.83336,RightArrow
103,0,0,7,0.66664,LeftArrow
104,100,2,7,0.81675,RightArrow
105,83,3,7,0.66668,RightArrow
106,100,6,7,2.1334,RightArrow
107,100,3,7,0.81666,RightArrow
108,50,3,7,0.75004,RightArrow
109,33,2,7,0.75004,RightArrow
110,0,7,7,0.80006,LeftArrow
111,67,2,7,1.0334,RightArrow
112,67,4,7,1.2667,RightArrow
