ntrl,morph,pos,ecc,rt,response
1,33,2,7,2.9,RightArrow
2,67,3,7,1.4667,LeftArrow
3,0,7,7,1.1334,LeftArrow
4,83,6,7,1.1167,LeftArrow
5,50,6,7,1.2666,LeftArrow
6,17,0,7,1.35,RightArrow
7,100,3,7,1.5001,LeftArrow
8,83,7,7,0.88328,RightArrow
9,17,2,7,2.0334,RightArrow
10,67,2,7,1.0834,RightArrow
11,100,7,7,1.0334,RightArrow
12,0,3,7,0.7666,LeftArrow
13,17,6,7,1.6333,LeftArrow
14,33,0,7,0.7833,RightArrow
15,33,6,7,1.15,RightArrow
16,100,6,7,0.99998,RightArrow
17,0,2,7,0.81666,LeftArrow
18,0,5,7,1.25,LeftArrow
19,100,5,7,0.81663,RightArrow
20,33,0,7,1.6833,RightArrow
21,100,2,7,0.86667,RightArrow
22,100,3,7,0.81664,RightArrow
23,50,5,7,1.0667,LeftArrow
24,83,2,7,0.81669,RightArrow
25,33,1,7,1.1166,LeftArrow
26,50,3,7,3.25,LeftArrow
27,0,6,7,0.81666,RightArrow
28,67,4,7,1.8167,RightArrow
29,33,5,7,1.0334,RightArrow
30,50,2,7,1.1167,LeftArrow
31,0,1,7,0.73331,LeftArrow
32,67,6,7,0.78334,RightArrow
33,67,5,7,1.1167,RightArrow
34,17,4,7,2.1836,LeftArrow
35,50,1,7,1.0333,LeftArrow
36,33,3,7,0.88331,LeftArrow
37,100,1,7,0.89999,RightArrow
38,50,5,7,3.0501,LeftArrow
39,17,7,7,1.7167,LeftArrow
40,100,6,7,0.86666,RightArrow
41,67,4,7,1.9168,RightArrow
42,0,7,7,0.91667,LeftArrow
43,17,6,7,1.3167,LeftArrow
44,17,4,7,1.3167,LeftArrow
45,17,2,7,1.1833,LeftArrow
46,17,7,7,0.94999,RightArrow
47,67,3,7,1.75,LeftArrow
48,50,4,7,1.4333,LeftArrow
49,67,0,7,1.2167,LeftArrow
50,67,1,7,2.5667,RightArrow
51,50,2,7,1.35,RightArrow
52,83,5,7,0.83339,RightArrow
53,50,3,7,0.85004,LeftArrow
54,83,1,7,1.0333,LeftArrow
55,100,1,7,1.3,RightArrow
56,83,2,7,1.35,LeftArrow
57,0,1,7,0.95,LeftArrow
58,17,3,7,1.1167,LeftArrow
59,33,6,7,1.0833,LeftArrow
60,0,5,7,2.5,LeftArrow
61,17,5,7,0.86677,RightArrow
62,0,0,7,0.81671,LeftArrow
63,50,6,7,1.3501,LeftArrow
64,50,1,7,2.3001,LeftArrow
65,50,0,7,1.0168,LeftArrow
66,100,5,7,0.80002,RightArrow
67,17,5,7,0.93334,RightArrow
68,0,3,7,0.85002,LeftArrow
69,100,0,7,0.85001,LeftArrow
70,83,3,7,0.75006,RightArrow
71,67,2,7,0.85005,LeftArrow
72,100,4,7,0.86669,RightArrow
73,67,6,7,1.55,LeftArrow
74,33,4,7,2.1667,LeftArrow
75,100,7,7,0.76671,RightArrow
76,67,0,7,1,LeftArrow
77,0,6,7,0.86673,RightArrow
78,100,0,7,0.9,LeftArrow
79,17,1,7,1.6667,LeftArrow
80,33,4,7,1.15,LeftArrow
81,0,2,7,1.2167,LeftArrow
82,67,1,7,1.4667,RightArrow
83,83,5,7,1.3167,RightArrow
84,50,7,7,1.1834,RightArrow
85,83,6,7,1.0167,RightArrow
86,17,1,7,0.96662,LeftArrow
87,50,4,7,0.86661,LeftArrow
88,33,1,7,1.2,LeftArrow
89,83,4,7,0.81675,RightArrow
90,83,3,7,1.7,LeftArrow
91,50,7,7,1.1501,LeftArrow
92,83,0,7,0.96671,LeftArrow
93,50,0,7,0.70001,LeftArrow
94,17,0,7,0.65009,LeftArrow
95,67,7,7,1.1,RightArrow
96,67,5,7,0.86664,RightArrow
97,100,4,7,0.64997,RightArrow
98,33,7,7,0.98334,LeftArrow
99,83,1,7,1.75,LeftArrow
100,83,7,7,0.76669,RightArrow
101,33,2,7,0.8667,LeftArrow
102,0,0,7,1.1,LeftArrow
103,33,7,7,0.83329,LeftArrow
104,33,3,7,0.88338,LeftArrow
105,33,5,7,0.76665,RightArrow
106,83,0,7,0.75013,LeftArrow
107,83,4,7,0.7,RightArrow
108,0,4,7,0.81673,LeftArrow
109,67,7,7,1.4167,RightArrow
110,17,3,7,0.90006,LeftArrow
111,0,4,7,0.95001,LeftArrow
112,100,2,7,1.2333,RightArrow
