ntrl,morph,pos,ecc,rt,response
1,67,7,7,0.6666,LeftArrow
2,0,1,7,0.83335,LeftArrow
3,50,6,7,0.86672,RightArrow
4,0,7,7,0.80002,LeftArrow
5,17,2,7,0.60002,LeftArrow
6,33,3,7,0.73369,LeftArrow
7,83,0,7,0.51663,RightArrow
8,100,5,7,0.56671,RightArrow
9,0,6,7,2.1835,RightArrow
10,0,2,7,0.76659,LeftArrow
11,33,1,7,0.60003,LeftArrow
12,0,0,7,0.68334,LeftArrow
13,100,3,7,0.55002,RightArrow
14,83,5,7,0.5667,RightArrow
15,67,2,7,0.49997,RightArrow
16,50,2,7,0.54998,RightArrow
17,33,2,7,0.6,LeftArrow
18,33,4,7,0.60003,LeftArrow
19,100,1,7,0.56666,RightArrow
20,17,3,7,0.71665,RightArrow
21,0,1,7,0.80001,LeftArrow
22,67,0,7,0.70008,RightArrow
23,0,4,7,0.68335,LeftArrow
24,17,5,7,0.58332,LeftArrow
25,0,5,7,0.50001,LeftArrow
26,83,3,7,0.53335,RightArrow
27,17,5,7,0.61668,LeftArrow
28,83,7,7,0.75002,RightArrow
29,83,6,7,0.63329,RightArrow
30,0,4,7,0.53375,LeftArrow
31,33,0,7,0.83328,LeftArrow
32,17,2,7,0.68339,LeftArrow
33,83,1,7,0.49997,RightArrow
34,100,5,7,0.68349,RightArrow
35,83,5,7,0.86667,RightArrow
36,100,0,7,0.68331,RightArrow
37,17,4,7,0.60001,LeftArrow
38,67,0,7,0.9833,RightArrow
39,100,2,7,0.6834,RightArrow
40,17,3,7,0.53334,LeftArrow
41,50,3,7,0.58332,LeftArrow
42,0,2,7,0.50003,LeftArrow
43,83,7,7,0.66681,RightArrow
44,67,4,7,0.68331,RightArrow
45,33,6,7,0.66667,LeftArrow
46,50,3,7,0.84999,LeftArrow
47,33,2,7,0.6,LeftArrow
48,67,6,7,0.83333,RightArrow
49,100,7,7,0.61666,RightArrow
50,83,4,7,0.5333,RightArrow
51,100,1,7,0.43336,RightArrow
52,33,5,7,0.56667,LeftArrow
53,50,4,7,0.70001,LeftArrow
54,17,4,7,0.61671,LeftArrow
55,50,0,7,0.61666,RightArrow
56,50,1,7,1.4333,RightArrow
57,0,3,7,0.64997,LeftArrow
58,100,2,7,0.61673,RightArrow
59,33,4,7,0.61666,LeftArrow
60,50,0,7,1.1,LeftArrow
61,17,6,7,0.61667,LeftArrow
62,83,4,7,0.56668,RightArrow
63,83,2,7,0.93333,RightArrow
64,17,0,7,0.56668,LeftArrow
65,67,2,7,0.81666,RightArrow
66,33,5,7,0.75001,LeftArrow
67,17,0,7,0.61674,LeftArrow
68,50,7,7,0.66673,LeftArrow
69,83,6,7,0.66668,RightArrow
70,67,5,7,1.0334,LeftArrow
71,0,7,7,0.63335,RightArrow
72,33,0,7,0.65005,LeftArrow
73,67,4,7,0.63332,RightArrow
74,83,2,7,0.70003,RightArrow
75,17,1,7,0.63337,LeftArrow
76,0,3,7,0.70001,LeftArrow
77,67,1,7,0.55,RightArrow
78,67,3,7,0.65006,RightArrow
79,100,3,7,0.63333,RightArrow
80,0,6,7,0.53334,LeftArrow
81,50,6,7,0.96669,LeftArrow
82,17,6,7,0.53334,LeftArrow
83,67,3,7,0.45001,RightArrow
84,33,1,7,0.61668,LeftArrow
85,100,7,7,0.78341,RightArrow
86,67,7,7,0.61665,RightArrow
87,100,0,7,0.63331,RightArrow
88,17,1,7,0.58334,LeftArrow
89,33,7,7,0.70003,LeftArrow
90,67,6,7,0.55002,LeftArrow
91,33,7,7,0.61672,LeftArrow
92,67,5,7,0.60009,RightArrow
93,83,0,7,0.81665,RightArrow
94,33,3,7,0.6833,LeftArrow
95,100,6,7,0.73339,RightArrow
96,17,7,7,0.80001,LeftArrow
97,50,2,7,1.1001,LeftArrow
98,100,4,7,0.58344,RightArrow
99,50,1,7,0.66666,LeftArrow
100,0,5,7,0.83354,LeftArrow
101,17,7,7,0.80002,LeftArrow
102,50,5,7,0.66667,LeftArrow
103,50,4,7,0.58335,LeftArrow
104,100,6,7,0.51669,RightArrow
105,67,1,7,0.68335,RightArrow
106,0,0,7,0.68332,LeftArrow
107,50,5,7,1.0167,LeftArrow
108,100,4,7,0.65021,RightArrow
109,50,7,7,0.83336,LeftArrow
110,83,1,7,0.58339,RightArrow
111,83,3,7,0.58332,RightArrow
112,33,6,7,0.60006,LeftArrow
