ntrl,morph,pos,ecc,rt,response
1,0,3,7,0.66659,LeftArrow
2,100,3,7,0.66671,RightArrow
3,17,3,7,1.3834,RightArrow
4,83,0,7,1.2667,LeftArrow
5,17,7,7,1.5168,RightArrow
6,50,2,7,0.73338,LeftArrow
7,50,3,7,0.70006,LeftArrow
8,17,5,7,1.2167,LeftArrow
9,17,6,7,0.76669,RightArrow
10,0,1,7,0.61691,LeftArrow
11,67,7,7,1.3334,RightArrow
12,50,1,7,0.66668,LeftArrow
13,67,5,7,0.81667,RightArrow
14,17,7,7,0.95,LeftArrow
15,17,4,7,2.45,RightArrow
16,50,0,7,1.0337,LeftArrow
17,33,2,7,0.78333,LeftArrow
18,50,0,7,1,LeftArrow
19,100,7,7,0.93342,LeftArrow
20,67,4,7,1.2334,LeftArrow
21,17,4,7,0.7667,LeftArrow
22,67,6,7,0.70005,LeftArrow
23,83,2,7,0.76688,LeftArrow
24,33,4,7,0.65,LeftArrow
25,100,2,7,0.80002,RightArrow
26,67,7,7,0.58343,RightArrow
27,100,7,7,0.53336,RightArrow
28,33,6,7,0.60006,RightArrow
29,100,6,7,0.80006,RightArrow
30,50,1,7,0.86669,RightArrow
31,0,0,7,1.0334,LeftArrow
32,17,0,7,0.66664,LeftArrow
33,100,4,7,0.8,LeftArrow
34,33,0,7,0.83336,LeftArrow
35,67,4,7,0.98334,LeftArrow
36,83,5,7,1.3,LeftArrow
37,83,5,7,0.88332,RightArrow
38,33,2,7,1.5334,LeftArrow
39,0,1,7,0.61672,LeftArrow
40,67,0,7,2.1334,RightArrow
41,83,7,7,0.90006,RightArrow
42,33,0,7,0.75002,LeftArrow
43,83,7,7,0.95002,LeftArrow
44,100,5,7,1.5334,LeftArrow
45,0,5,7,2.2001,LeftArrow
46,50,6,7,0.96666,RightArrow
47,100,2,7,0.94999,RightArrow
48,83,3,7,0.73333,RightArrow
49,33,1,7,0.75003,LeftArrow
50,83,1,7,0.61669,LeftArrow
51,83,2,7,1.0667,RightArrow
52,0,6,7,4.0168,LeftArrow
53,0,4,7,0.56665,LeftArrow
54,17,2,7,0.75007,LeftArrow
55,17,6,7,0.75002,LeftArrow
56,0,4,7,0.50001,LeftArrow
57,50,7,7,1.5167,RightArrow
58,67,3,7,1.1167,LeftArrow
59,17,2,7,0.58332,LeftArrow
60,50,4,7,0.45,LeftArrow
61,50,5,7,0.84999,RightArrow
62,100,5,7,0.73335,RightArrow
63,17,0,7,1.1,LeftArrow
64,0,6,7,1.1167,RightArrow
65,50,5,7,1,LeftArrow
66,50,3,7,0.81667,LeftArrow
67,100,4,7,0.91669,RightArrow
68,67,6,7,1.6167,RightArrow
69,0,0,7,0.70006,LeftArrow
70,83,0,7,1.2834,RightArrow
71,33,1,7,1.1334,LeftArrow
72,100,3,7,0.83335,RightArrow
73,33,4,7,1.7667,LeftArrow
74,67,2,7,1.0166,LeftArrow
75,0,5,7,1.15,LeftArrow
76,50,7,7,0.83332,RightArrow
77,0,3,7,0.66667,LeftArrow
78,0,7,7,0.64999,RightArrow
79,67,0,7,0.68338,RightArrow
80,83,3,7,1.2,RightArrow
81,83,6,7,0.65002,RightArrow
82,67,1,7,0.66667,RightArrow
83,67,1,7,0.58332,RightArrow
84,50,4,7,3.1,RightArrow
85,100,0,7,0.81669,RightArrow
86,83,4,7,0.78336,RightArrow
87,50,2,7,0.96668,RightArrow
88,100,1,7,0.61672,RightArrow
89,67,5,7,0.65012,RightArrow
90,17,1,7,0.80002,RightArrow
91,17,5,7,0.61666,RightArrow
92,83,6,7,0.65005,RightArrow
93,33,3,7,0.66666,RightArrow
94,67,2,7,0.61671,RightArrow
95,83,1,7,0.56671,RightArrow
96,33,3,7,0.91666,RightArrow
97,33,7,7,0.63339,RightArrow
98,0,7,7,0.5166,RightArrow
99,83,4,7,0.65002,RightArrow
100,33,5,7,0.93336,RightArrow
101,17,1,7,0.66677,RightArrow
102,100,1,7,0.68334,RightArrow
103,100,0,7,0.73359,RightArrow
104,50,6,7,0.59996,RightArrow
105,100,6,7,0.55007,RightArrow
106,0,2,7,1.3,RightArrow
107,33,5,7,0.53331,RightArrow
108,33,6,7,0.70001,RightArrow
109,0,2,7,0.66668,RightArrow
110,67,3,7,0.90001,RightArrow
111,33,7,7,0.76663,RightArrow
112,17,3,7,1.1667,LeftArrow
